review_priority,supplier_item_id,source_row_number,normalised_brand,candidate_original_name,supplier_clone_name,supplier_code,flags,required_action
Medium,SUP-20260426-00466,475,Byredo,De Los Santos,Notable Charm,503947,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00474,483,Byredo,Bal D' Afrique,Exotic Continent,233942,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00475,484,Byredo,Mojave Ghost,,240599,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00476,485,Byredo,Mojave Ghost,Desert Spirit,260941,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00477,486,Byredo,Sellier,Gentlemens Club,261137,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00478,487,Byredo,Mumbai Noise,Bollywood Dreams,702880-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00480,489,Byredo,Bibliotheque,Aprium,580248,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00481,490,Byredo,Vanilla Antique,,240515,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00483,492,Perfume Compounds,Ambraxon,,2794,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00484,493,Perfume Compounds,Habanolide,,2795,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00485,494,Perfume Compounds,Hedoine,,2796,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00486,495,Perfume Compounds,Benzoin,,2797,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00487,496,Perfume Compounds,Cashmeran,,2798,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-00488,497,Perfume Compounds,Fixative,,2778,duplicate_supplier_code; possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-00489,498,Perfume Compounds,Fixative,,2777,duplicate_supplier_code; possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00490,499,Perfume Compounds,Rose Milk,,240311,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00510,519,Calvin Klein,Escape,Kiss This Girl,931569-G,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00512,521,Calvin Klein,Ck One,,250154,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00525,534,Canali,Canali Dal 1934,Ebony & Ivory,239200-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00540,549,Carolina Herrera,212 Men Ice,Iceman,345210-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00541,550,Carolina Herrera,Stallion Leather,Churchill Downs,261248,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00543,552,Carolina Herrera,Good Girl,,250187,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00544,553,Carolina Herrera,Very Good Girl,,240596,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00545,554,Carolina Herrera,Saffron Lazuli,Blue Crocus,353950-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00546,555,Carolina Herrera,212 Heroes,Sculpted,336022,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00547,556,Carolina Herrera,212 Man,,240808,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00548,557,Carolina Herrera,212 VIP Rose Love Ny,Famouse Rose,154589,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00557,567,Carolina Herrera,Bad Boy,,240388,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00570,580,Cartier,La Panthere,Feline Heart,501901,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00571,581,Cartier,Must De Cartier Gold,Olympia Aurum,503556,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00572,582,Cartier,Declaration,Disclosure,234710,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00576,586,Cassamorati,1888,Atava,701293,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00577,587,Cassamorati,Dama Bianca,Belka,503860,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00578,588,Cassamorati,Fiore D Ulivo,Zelkis,462059 T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00579,589,Cassamorati,Gran Ballo,Dance Event,693275,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00580,590,Cassamorati,Regio,Julius,343891,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00581,591,Cedarwood Super,Cedarwood,,3000162,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00584,594,Chanel,Blue De Chanel Lexclusif,Blue De Chanel Lexclusif,250200,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00585,595,Chanel,Blue De Chanel Lexclusif,Blue De Chanel Lexclusif,250227,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00592,602,Chanel,Coco Noir,,240389,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00594,604,Chanel,Blue De Chanel,,240536,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00595,605,Chanel,Blue De Chanel,Renegade,239280-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00596,606,Chanel,Blue De Chanel,Renegade,239280,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00598,608,Chanel,Blue De Chanel,Renegade,239280-Z,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00599,609,Chanel,Chanel No 5,Quantam Leap,343251-C,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00600,610,Chanel,Chanel 1957,Iconic Style,233708,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00601,611,Chanel,Chanel Allure Home Sport LZ,Energetic Couture,606203,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00602,612,Chanel,Chanel Chance,,240545,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00603,613,Chanel,Chanel Chance,Jacqueline,355450-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00604,614,Chanel,Chanel No : 19,A Star Is Born,507839,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00605,615,Chanel,Coco Mademoiselle,,240374,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00606,616,Chanel,Coco Mademoiselle,Cute Missy,234740,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00607,617,Chanel,1957 Chanel,Iconic Style,233708-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00608,618,Chanel,Les Exclusive Coromandel,Belmandor,342250,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00609,619,Chanel,Paris-deauville,North City,260960,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00610,620,Chanel,Egoiste Platinum LZ,Signature,605643-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00611,621,Chanel,Egoiste Platinum LZ,Signature,605643-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00612,622,Chanel,Chance Eau Fraiche,Fresh Oppoutunity,237281,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00613,624,Chanel,Chance Eau Tender,,240376,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00614,625,Chanel,Chance Eau Tender LZ,Pink Jacqeline,230762-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00615,626,Chanel,Gabrielle Parfum,Bronze Fireworks,233154,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00616,627,Chanel,Paris-paris,,240518,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00618,629,Chanel,Chanel No 5,Quantum Leap,693250,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00619,630,Chanel,Allure Home Sport,Allure Home Sport,240094,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-00621,632,Chanel,Blue De Chanel,,240010,duplicate_supplier_code,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00623,634,Chanel,Chanel No 5,Chanel No 5,240095,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00626,637,Chanel,Gabrielle Essence,,240355,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00632,643,Chloe,Nomade,,240705,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00637,648,Chopard,OUD Maliki,,240716,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00640,651,Christian Louboutin,Loubifunk,Princess In Red,344143,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00641,652,Cilinque,Happy Cilinque,Harmonic For Men,693265,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00643,654,Clinique Happy,Happy For Men,Hermonic For Men,605636-E,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00654,665,Clive Christian,1872 For Men,,240326,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00656,667,Clive Christian,X For Men,,240327,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00657,668,Clive Christian,Matsukita,,240254,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00658,669,Clive Christian,No.1 Men,,240328,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00665,676,Comme Des Garcons,Wonderwood,,240491,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00667,678,Costume,Scent Intense,Simply Dressed,353854,intense; lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00674,685,Creation,Abeer,Amber,443674,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00675,686,Creation,Bakhoor / Luzi,Bakhoor,343200,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00676,687,Creation,Cosmea,Cosmea,801054/E,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00677,688,Creation,Rose And Musk,Rose And Musk,702556,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
